node_index,neighbors...
0,358,341,595,168,178,295,323,456,478
1,265,523,577,768,229,621,599,84,653
2,306,54,99,199,197,63,495,436
3,72,153,315,188,614,99,326,733,83
4,505,628,58,751,762,547,42,586
5,748,98,434,446,457,418,394,8,319
6,416,529,593,170,281,476,553,119,439
7,97,77,238,177,248,654,377,16,312
8,434,394,418,428,364,663,610,98,494
9,293,397,483,66,339,786,491,681,169
10,734,459,84,391,425,768,603,771,684
11,511,190,350,319,527,250,53,429,45
12,725,44,488,635,634,205,570,219,451
13,328,246,310,244,480,224,162,524,732
14,273,143,655,695,480,224,141,363,678
15,243,737,261,411,291,565,714,336,297
16,654,312,177,437,105,92,664,563,7
17,299,149,780,220,530,186,176,171,210
18,370,288,515,540,729,791,602,616,787
19,574,69,36,202,764,517,279,356,528
20,225,283,527,45,350,180,190,693,594
21,29,95,240,503,201,286,563,680,105
22,653,228,583,525,367,621,84,619,391
23,496,573,412,498,343,57,268,100,486
24,467,274,213,690,673,422,347,731,37
25,349,303,749,64,719,384,545
26,245,409,648,410,708,318,342,458,562
27,521,85,282,348,629,38,313,166,590
28,419,258,333,80,308,329,387,163,203
29,21,240,95,503,201,286,563,105,680
30,388,721,167,560,366,93,424,485,218
31,578,373,606,776,473,452,402,755,796
32,121,666,259,193,706,508,113,142,500
33,377,189,34,270,661,528,356,279,351
34,528,40,33,643,482,189,517,219,36
35,383,542,106,48,204,709,461,495,468
36,279,19,356,574,202,69,528,517,764
37,298,673,213,467,588,731,24,438,347
38,521,27,348,629,85,166,590,358,282
39,531,656,687,801,746,138,783,575,710
40,528,34,219,517,634,635,482,643,33
41,257,118,432,286,688,631,563,92,201
42,255,762,586,547,74,58,182,4,628
43,697,150,249,486,691,644,626,136,195
44,725,12,488,635,634,205,570,219,451
45,693,632,20,527,225,190,350,585,465
46,277,713,340,598,390,567,555,395,392
47,794,722,313,166,629,793,348,282,417
48,461,106,383,35,703,519,615,468,337
49,297,675,291,302,336
50,509,161,256,444,782,194,468,262,170
51,379,462,90,294,607,623,724,296,715
52,145,131,361,380,440,89,779,646,140
53,429,250,319,511,11,190,98,418,350
54,2,306,199,221,99,197,63,668,436
55,126,435,331,181,369,773,60,557,550
56,173,363,745,618,158,185,678,672,386
57,343,498,573,156,496,23,633,334,100
58,4,42,182,505,762,628,433,547,586
59,715,453,743,184,90,296,227,769,792
60,773,460,359,435,557,441,550,126,331
61,660,327,278,752,555,340,385,713,277
62,448,322,593,490,446,600,789,6,529
63,197,436,668,495,204,262,709,468,306
64,749,349,25,384,303,545,719,589,287
65,253,699,514,139,234,130,463,230
66,397,786,75,169,483,9,215,766,317
67,365,649,151,280,157,78,210
68,694,147,587,533,755,94,123,776,103
69,202,19,574,764,36,772,771,603,517
70,442,372,592,539,716,464,662
71,761,187,714,89,200,389,469,261,304
72,153,315,3,614,733,188,767,152,326
73,247,159,790,662,232,403,592,738
74,255,42,586,789,762,642,547,797,292
75,786,169,66,317,766,215,397,619,332
76,754,122,307,136,747,626,658,82,420
77,7,97,238,270,377,248,538,351,189
78,784,157,151,682,124,692,325,300
79,613,447,536,648,410,443,562,245,426
80,308,258,419,28,203,329,333
81,206,481,685,571,689,772,212,69,636
82,747,122,227,597,76,753,607,296,623
83,111,492,614,188,520,153,211,733,315
84,10,653,391,459,621,734,425,768,367
85,27,521,282,38,353,348,629,313
86,562,598,567,613,410,245,390,648,26
87,572,727,223,624,775,362,612,165,507
88,631,201,608,118,257,286,432,688,41
89,187,200,71,761,361,131,714,110,712
90,379,715,51,462,294,296,607,623,227
91,272,596,477,575,639,321,144,637,783
92,312,563,16,41,286,654,105,177,257
93,560,388,30,721,167,366,583,774,424
94,103,533,694,458,68,123,342
95,21,503,29,240,760,201,129,741,551
96,408,568,112,552,127,537,506,179
97,7,77,238,377,189,248,270,177,654
98,5,418,748,434,394,8,53,429,319
99,2,306,199,3,54,72,153,315
100,268,271,334,498,412,573,496,343,23
101,492,520,368,111,235,83,211,335,475
102,559,276,226,346,309,455,659,753,720
103,94,533,694,458,68
104,589,516,799,405,554,489,544,407,134
105,437,680,563,240,29,664,16,654,177
106,48,615,35,519,703,337,461,383,442
107,585,566,465,632,252,693,532,45
108,548,163,739,554,516,405,329,214,756
109,726,182,242,292,433,255,798,576,74
110,336,200,261,187,737,761,712,89,71
111,492,83,520,614,101,211,188,733,153
112,96,408,568,179,537,552,686
113,666,193,115,508,305,706,32,259,399
114,347,467,24,298,213,37
115,305,113,399,666,193,259,508,638,32
116,740,556,661,351,717,270,538,356,279
117,430,705,655,398,695,732,141,224,273
118,257,432,41,631,286,688,88,201,608
119,439,476,194,529,416,170,532,252,6
120,360,584,788,679,207
121,259,32,666,193,508,706,113,142
122,76,754,747,307,82,753,309,420,136
123,342,409,318,587,708,458,694,426,533
124,784,692,300,392,395,78,385,325
125,241,723,513,670,702,345,576,171
126,435,331,55,60,773,557,550,369,441
127,568,408,96,506,777,447,472,552
128,487,518,454,141,175,678,504,183,695
129,741,758,760,765,581,427,551,549,236
130,514,640,699,791,217,667,253,288,650
131,52,361,89,145,71,187,761,200,304
132,541,728,474,335,475,763,561,627,235
133,683,676,558,502,645,297,759,336
134,620,799,544,489,407,104,687,272,575
135,254,251,658,158,672,82,56,76,745
136,626,76,754,658,150,43,307,697,122
137,736,703,519,337,6,553,461,615,281
138,656,783,39,531,477,801,575,497,687
139,234,535,463,148,785,510,707,65,209
140,779,172,357,591,638,285,52,440,145
141,695,655,430,273,128,14,117,705,678
142,500,706,32,508,121,193,666,259,146
143,480,14,224,273,363,173,655,246
144,637,596,522,393,415,91,321,639,330
145,52,380,440,131,646,361,779,285,89
146,239,500,484,260,142,781,324,582,706
147,587,694,68,452,776,123,796,191,426
148,535,139,234,463,510,707,785,674,744
149,17,299,171,220,780,702,530,186
150,697,43,691,249,486,195,375,626,156
151,157,67,682,649,365,78,280,325,784
152,767,266,733,763,267,211,315,614,153
153,72,614,315,733,3,188,767,83,152
154,720,155,659,597,455,724,753,623,346
155,154,720,659,455,597,724,753,346,623
156,195,314,633,375,691,57,343,150,249
157,682,151,78,67,325,365,784,540
158,672,254,251,135,745,185,56,658,173
159,247,73,790,662,232,403,738,716,592
160,651,493,698,750,421,334,301,263,271
161,256,444,262,668,50,468,436,509,63
162,671,196,524,310,792,328,184,701,769
163,548,108,739,329,333,214,554,516,405
164,339,236,681,293,549,421,601,9,483
165,507,572,612,775,624,87,727,502,223
166,629,348,313,282,793,722,47,27,794
167,721,30,388,366,560,424,485,93,218
168,341,595,323,456,0,358,178,374,401
169,786,75,66,619,397,483,525,317,766
170,476,281,553,194,416,529,119,6,509
171,702,149,670,17,241,299,159,73,125
172,357,591,638,140,779,445,305,399,285
173,56,363,745,618,185,678,158,386,143
174,376,454,183,175,518,487,128
175,454,174,128,518,376,487
176,210,530,186,780,220,299,280,17,625
177,654,16,312,437,664,7,248,105,77
178,401,311,374,478,295,0,358,323,341
179,537,552,778,96,112,408,355,501,795
180,594,350,20,527,283,225,11,190,511
181,369,331,55,126,557,550,742,435
182,433,109,42,58,255,345,762,576,242
183,518,487,454,174,376,128,175,678,185
184,792,743,453,524,196,769,386,162,59
185,745,678,672,158,56,173,254,363
186,780,176,210,530,17,299,220
187,200,761,71,89,714,110,261,336,361
188,614,83,153,3,72,111,315,492,733
189,377,33,643,97,34,77,270,238,482
190,511,319,11,527,350,53,250,45,429
191,796,452,473,443,536,606,373,426,587
192,212,233,684,450,481,605,579,734,206
193,508,666,113,706,32,121,259,115,679
194,476,119,170,509,439,281,529,416,252
195,375,156,314,691,633,630,150,697,249
196,671,792,162,701,769,609,184,524,453
197,63,436,668,495,204,262,709,306,468
198,371,552,506,501,537,408
199,54,99,2,306,221,3,72,197
200,187,89,761,71,110,336,261,361,714
201,631,88,286,29,21,257,118,608,95
202,574,69,771,603,19,36,425,764,279
203,756,329,214,419,258,548,163,80,308
204,495,709,436,63,383,197,542,262,668
205,570,451,12,652,488,44,634,635,725
206,81,481,685,571,689,212,382,700,636
207,584,679,120,305,115,360
208,677,422,781,274,690,324,731,24,438
209,580,510,354,785,707,499,463,234,316
210,176,530,186,780,220,280,299,625,17
211,520,767,733,152,266,492,235,614,763
212,192,233,481,450,684,605,665,206,579
213,673,37,298,467,731,24,588,690,438
214,756,203,329,548,108,749,303,163,405
215,766,332,317,599,75,66,786,397,169
216,497,138,783,656,477,531
217,667,650,791,230,130,699,514,640,253
218,424,538,485,366,248,721,717,167,30
219,634,635,725,12,40,44,205,570,488
220,530,299,780,17,176,210,186,149
221,54,199,256,2,306,668,161,197,63
222,657,302,675,297,291,604,565
223,362,87,572,727,624,775,380,165,612
224,480,732,246,143,705,655,244,14,273
225,20,45,527,350,180,693,594,632
226,559,102,608,320,420,276,309,688,307
227,296,607,294,623,462,82,597,724,51
228,525,619,583,22,169,653,93,560,75
229,523,768,1,579,265,684,577,10,621
230,650,217,667,791,479,699,674,253,130
231,602,787,515,729,752,616,564,278,18
232,403,790,242,662,738,159,247,576,716
233,212,450,605,192,512,665,684,579,545
234,463,139,785,535,148,510,707,209,316
235,335,368,475,211,728,541,520,763,132
236,549,421,164,758,601,760,339,129,263
237,381,471,441,550,557,711,797,547,359
238,97,7,77,177,189,654,377,312,16
239,484,260,146,324,500,582,781,142,788
240,503,21,29,95,680,105,696,437,760
241,513,125,670,723,345,576,702,171,433
242,576,232,403,109,726,345,738,790,798
243,15,737,411,261,291,565,714,336,297
244,246,13,732,224,398,480,705,328,310
245,410,648,562,26,613,409,86,708,318
246,244,13,224,480,732,328,705,310,398
247,159,73,790,662,232,403,738,592,716
248,664,218,485,538,77,569,424,177,7
249,486,697,43,150,691,644,23,573,156
250,53,429,319,11,511,190,98,350,418
251,254,658,158,135,136,745
252,532,566,465,585,119,439,194,632,693
253,699,514,65,130,217,640,667,791,650
254,251,158,672,135,658,185,745,56,136
255,42,74,762,586,547,182,109,58,789
256,161,50,444,262,668,468,509,436,221
257,118,41,432,631,286,688,88,201,563
258,419,80,308,28,329,203,333,163,756
259,121,32,666,193,113,508,706,115
260,484,239,788,582,500,146,706,142,679
261,737,15,243,336,110,714,761,187,200
262,668,468,436,444,63,197,161,204,383
263,581,758,421,651,549,765,493,129,741
264,600,642,490,797,711,471,322,448
265,1,577,621,523,768,229,599,332,653
266,152,767,763,267,733,211,315,406,541
267,266,284,406,152,767,763,733,275,315
268,100,412,271,498,496,573,23,334,343
269,704,378,431,413,795,611,744,604,355
270,351,661,717,556,538,116,377,740,77
271,100,334,268,498,412,573,493,496,343
272,575,91,596,620,321,477,687,639,39
273,14,143,695,655,141,224,480,678,363
274,422,24,208,690,677,781,324,731,467
275,406,757,284,267,374,401,763,266,326
276,309,455,346,659,753,720,102,155,154
277,713,340,555,390,46,385,61,278,327
278,385,61,340,713,752,231,277,555,660
279,356,36,574,19,202,367,661,116,528
280,365,649,67,210,176,622,186,530,625
281,553,170,476,6,416,529,194,461,509
282,313,629,348,27,166,85,521,47,794
283,20,180,594,527,350
284,267,326,275,406,315,152,266,72,767
285,440,646,445,779,140,638,172,357,145
286,257,201,118,563,41,631,29,88,432
287,665,382,571,685,384,700,545,512,233
288,640,370,18,540,791,130,514,667,217
289
290,344,466,338,565,611,411,413,617,675
291,15,411,243,565,675,737,297,261,302
292,789,726,798,109,74,322,255
293,9,339,491,301,483,397,164,681,750
294,607,462,623,296,51,227,724,379,90
295,478,417,178,0,358,793,311,722,735
296,227,607,294,462,623,90,715,51,379
297,291,49,737,675,15,222,243,336,261
298,37,673,213,467,588,347,731,24,438
299,17,220,780,530,149,186,176,210,171
300,692,124,392,395,784,385,278,325,616
301,750,491,698,293,9,339,164,160,421
302,675,565,222,657,291,297,344,611,411
303,749,25,349,64,756,214,203
304,469,389,402,718,714,71,761,89,187
305,115,399,113,666,638,193,591,357,259
306,2,54,99,197,63,495,199,436
307,754,420,320,76,122,136,309,626,747
308,80,258,419,28,203,329
309,276,753,455,659,720,346,154,155,747
310,328,162,13,524,671,246,196,792,480
311,561,178,478,627,401,374,295,417,0
312,16,654,177,92,7,437,238,105,563
313,282,629,348,166,47,27,794,85,722
314,633,156,195,375,691,630,57,647,581
315,72,153,733,614,767,152,3,266,267
316,449,785,580,463,234,209
317,599,766,332,215,75,786,169,66,619
318,708,409,426,342,648,123,245,26,536
319,511,190,11,53,250,429,527,350,748
320,420,307,754,226,76,122,309,770,630
321,522,596,393,330,415,637,272,91,144
322,62,448,490,789,600,593,642,264,446
323,456,168,341,595,374,401,0,757,358
324,781,422,274,414,582,239,208,484,146
325,616,729,682,300,157,370,692,540,231
326,284,72,267,315,3,153,275,733
327,660,61,472,555,777,390,340,713,277
328,310,13,162,246,671,524,244,196,480
329,203,214,163,756,548,419,108,258,28
330,393,522,415,321,526,451,637,596,641
331,126,369,557,435,55,550,181,60,773
332,599,766,317,215,75,786,66,169,577
333,28,387,163,419,329,548,258,739,108
334,100,271,498,493,268,343,57,573,412
335,235,475,541,728,132,368,763,211,266
336,110,261,200,737,187,761,15,243,71
337,519,615,736,703,137,106,464,539,461
338,466,617,686,290,344,730,411,565,718
339,164,681,293,9,483,236,491,397,301
340,713,277,555,385,46,390,278,61,395
341,168,595,323,456,0,358,178,374,401
342,123,409,318,708,458,426,26,587,694
343,57,498,573,496,23,156,100,334,412
344,290,466,565,338,611,411,675,413,617
345,576,513,433,241,723,242,182,125,670
346,276,455,659,155,720,309,154,102,753
347,114,467,24,298,213,37,673
348,629,166,313,282,27,521,38,47,793
349,25,64,749,303,384,719,545,404,800
350,527,11,190,511,180,20,319,594,45
351,717,556,270,661,116,538,740,218,424
352,564,777,752,506,660,472,327,61,787
353,590,521,85,38,27
354,499,209,707,510,580,785,463,234,148
355,778,501,470,795,744,431,537,179,674
356,279,36,574,19,661,33,528,202,116
357,172,591,638,140,779,305,445,399,115
358,0,341,595,168,295,178,323,456,478
359,460,60,773,494,441,610,557,550,663
360,120,788,584,679,207,260
361,89,131,712,200,187,52,71,761,759
362,223,87,572,727,624,380,775,646,612
363,173,56,618,143,745,386,14,273,678
364,610,428,494,434,8,359,460,663,381
365,649,67,280,151,157,210,176
366,167,721,485,30,424,388,218,569,560
367,425,391,459,771,603,22,279,84,202
368,235,475,335,101,728,520,211,492
369,331,181,557,550,126,441,742,55,435
370,540,18,288,729,616,640,515,325,791
371,198,479,506,552,650,408
372,539,442,592,464,716,70,615,662,738
373,606,473,796,452,191,443,31,776,578
374,401,178,323,757,275,311,456,406,341
375,195,156,314,691,633,630,150,697,43
376,174,454,175,183,518,487
377,189,33,270,77,661,97,351,7,34
378,413,611,795,269,704,290,302,344,604
379,51,462,90,294,607,715,623,724,296
380,145,52,361,646,362,712,440,223,131
381,237,471,494,711,441,359,797,610,550
382,571,700,685,287,689,489,665,799,206
383,35,204,48,542,709,468,495,436,461
384,545,719,665,64,512,287,349,404,25
385,278,340,713,277,61,395,300,555,392
386,618,743,184,363,524,173,56,792,453
387,333,534,28,163,419,739,258,710
388,30,721,167,560,93,366,424,218,485
389,469,304,718,714,402,71,761,187,89
390,555,277,713,340,46,613,598,327,86
391,459,425,771,603,10,734,84,367,202
392,395,692,124,300,385,784,713,340,46
393,330,522,415,321,637,451,526,596,144
394,418,8,434,98,428,364,663,610,5
395,392,300,692,124,385,713,340,46,277
396,546,504,742,369,751,331,128
397,66,786,9,169,483,75,215,293,766
398,732,705,117,430,244,655,246,224,695
399,305,115,638,113,666,193
400,543,641,526,636,652,772,570,689,764
401,374,178,311,323,275,757,456,406,341
402,718,389,469,304,714,617,71,686,761
403,232,790,738,662,242,159,247,716,576
404,800,719,512,545,669,605,384,349,450
405,516,589,554,104,108,548,739,163,799
406,275,267,763,284,266,152,541,767,757
407,544,687,746,710,620,554,801,516,104
408,96,568,552,127,112,506,537,179,198
409,318,708,342,426,123,648,26,245,458
410,562,245,613,648,86,79,26,708,409
411,565,243,15,291,737,344,675,290,261
412,496,23,268,573,100,498,343,57,271
413,611,378,795,290,344,778,704,269,355
414,582,324,484,24,274,422,781,260
415,393,330,522,451,637,321,526,144,205
416,529,6,593,476,170,119,439,281,553
417,295,793,478,722,735,166,178,0,358
418,394,434,8,98,428,5,429,53,364
419,258,28,80,308,329,333,203,163,548
420,320,307,754,76,122,226,309,136,626
421,549,236,651,263,758,164,750,581,160
422,274,781,208,677,324,690,24,731,414
423,438,588,731,690,673,213,37,677,298
424,218,721,366,167,388,30,538,485,717
425,391,459,771,603,367,202,734,10,84
426,318,708,409,536,342,191,123,648,796
427,765,551,741,647,581,129,758,770,314
428,364,610,494,434,8,663,359,460,394
429,53,250,319,511,11,190,98,418,350
430,117,655,695,705,732,141,398,273,224
431,744,704,355,501,778,470,795,269,674
