x,y
-2.000000000000000000e+00,-5.099999999999993427e-01
-1.550006745755281301e+00,-9.097812495131143429e-01
-1.336597533260233561e+00,-1.531861082880081604e+00
-7.219117510381716230e-01,-1.977881916390586525e+00
-1.794569796501512826e-01,-2.262768834896194292e+00
1.000000000000005329e-01,-2.409999999999999254e+00
