e, e_dot, e_int, stamp, 
2.9377292634227374, -0.11494119118439154, 0.5921435003319232, 126476000000, 
2.932291055620409, -0.13306855052548658, 0.5894821293214133, 126578000000, 
2.927966329068949, -0.03254311451262796, 0.586532443207473, 126680000000, 
2.9209103844238595, -0.037935570655164653, 0.5854111846075478, 126748000000, 
2.914002594168747, -0.046545783000673246, 0.5841919538441037, 126850000000, 
2.906403678048191, -0.04835568791889511, 0.5827544437760532, 126952000000, 
2.8980207751018146, -0.05327273022310841, 0.5812284698212501, 127054000000, 
2.8887088679313777, -0.05898270038937762, 0.5795422214054256, 127156000000, 
2.8804507477536414, -0.05856675782724382, 0.5778120260524556, 127258000000, 
2.87264248722781, -0.05355460234522565, 0.5761201401941887, 127360000000, 
2.8637868182169743, -0.05554643178889022, 0.5744586702132284, 127462000000, 
2.854055944387195, -0.06195514280205039, 0.5726990166554652, 127564000000, 
2.843539965204297, -0.06748951004225716, 0.5707588485205644, 127666000000, 
2.8333137139105524, -0.06914076825547492, 0.5687273082334696, 127768000000, 
2.8235141821215732, -0.06675261027574653, 0.5666911907490949, 127870000000, 
2.814340765724535, -0.06324316062005823, 0.564744577450444, 127972000000, 
2.8036307650711976, -0.06627805683458554, 0.5627657141944871, 128040000000, 
2.7935648627887253, -0.06925300978603222, 0.5607690929056305, 128142000000, 
2.783425075882932, -0.06735229729421792, 0.5587080469161905, 128244000000, 
2.7732251159520676, -0.06779915612219245, 0.5566810036415817, 128346000000, 
2.76299203928641, -0.068110121988408, 0.554642815408094, 128448000000, 
2.753096863881146, -0.06709417356973872, 0.5526209346079748, 128550000000, 
2.743029675800414, -0.06654121161998668, 0.5506079052645313, 128652000000, 
2.7328991307050856, -0.06732577725353443, 0.5486017113591097, 128754000000, 
2.722726490607074, -0.06767728397779986, 0.5465770198075048, 128856000000, 
2.712038790955582, -0.0695344658316784, 0.5445109608178494, 128958000000, 
2.700967910926908, -0.07252859893388604, 0.5423822128326375, 129060000000, 
2.689994903286318, -0.07347962556421302, 0.5402001070112539, 129162000000, 
2.6796390080150485, -0.07109634303953172, 0.538040121481885, 129264000000, 
2.6696935888980855, -0.06767104796077561, 0.5359551666799635, 129366000000, 
2.660044754743542, -0.06531417757168849, 0.533958490110445, 129468000000, 
2.649918441036107, -0.06591715953992772, 0.5319771189785156, 129536000000, 
2.6395851425604, -0.06819870727713913, 0.52996988922267, 129638000000, 
2.6301258677846104, -0.06597524417165583, 0.5279752967587412, 129740000000, 
2.6211057292356412, -0.06159804441586333, 0.5260544493053768, 129842000000, 
2.61174289963892, -0.06127656048563542, 0.5241982997772782, 129944000000, 
2.601794332527511, -0.06437132236043475, 0.5223095307601381, 130046000000, 
2.592230242845151, -0.065042189312563, 0.5203844983341054, 130148000000, 
2.583282336633796, -0.06170665297904924, 0.5184871274670972, 130250000000, 
2.573643886629794, -0.061954520717855864, 0.516610431073916, 130352000000, 
2.564287350832459, -0.0633166193377906, 0.5147475716064033, 130454000000, 
2.555918856321094, -0.059083434362333286, 0.5129233395855565, 130556000000, 
2.5480500302704336, -0.05412440187341735, 0.5112170824949324, 130658000000, 
2.5429233610903967, -0.043318317435658095, 0.5097928165121283, 130760000000, 
2.535596289947199, -0.041512467744115135, 0.5084379787538685, 130862000000, 
2.5275935311376343, -0.05109943317587481, 0.5070742121450154, 130930000000, 
2.519187969858493, -0.05469440029568654, 0.5054918527295551, 131066000000, 
2.5106533220924354, -0.05646736348399628, 0.5038289882059042, 131134000000, 
2.501996171176483, -0.057305995606700875, 0.5021224975418275, 131236000000, 
2.493347611082281, -0.05768570336718071, 0.5003998069567467, 131338000000, 
2.484785805630356, -0.05736788515375698, 0.49867530585927466, 131440000000, 
2.4761475167342235, -0.05733364782685898, 0.4969520622297907, 131542000000, 
2.4675762643882684, -0.05736513747362467, 0.4952339724501898, 131644000000, 
2.459002040346236, -0.05715158795995823, 0.49351505476458185, 131746000000, 
2.450623303097867, -0.05650987096800453, 0.4918134405221581, 131848000000, 
2.4420896278855544, -0.05637470820227216, 0.4901143314219772, 131950000000, 
2.4337644012899724, -0.05619633935964874, 0.48843182215155956, 132052000000, 
2.4253998384188247, -0.055632631555765734, 0.4867502578396234, 132154000000, 
2.4170591323496406, -0.05568422980110584, 0.48508155813722914, 132256000000, 
2.4087228127739055, -0.05559008548306377, 0.48341211890282476, 132358000000, 
2.400473828841315, -0.05528434502775218, 0.4817503849309908, 132426000000, 
2.392214151883234, -0.05502886963557163, 0.480094052899897, 132562000000, 
2.38403218515569, -0.05480547895208391, 0.47844801105868257, 132630000000, 
2.3759052778186978, -0.054362913548454316, 0.4768101076571747, 132732000000, 
2.3678179957270733, -0.054047298095388406, 0.47518369724676407, 132834000000, 
2.359791377117599, -0.0537130023369962, 0.47356764337755797, 132936000000, 
2.3518653477892197, -0.05317549312617853, 0.4719649813755928, 133038000000, 
2.3439556632532987, -0.052785712881000535, 0.4703741592106745, 133140000000, 
2.3360406170154153, -0.05274910257934806, 0.46879077520386225, 133242000000, 
2.3282439687529255, -0.05237231500124414, 0.46721601660144263, 133344000000, 
2.3206223692408376, -0.05139415924859225, 0.46566046366727853, 133446000000, 
2.3129984810507174, -0.05081829234069376, 0.46412432126963205, 133514000000, 
2.3046568246841055, -0.05321848185577386, 0.46255184499837737, 133650000000, 
2.296453211044866, -0.05515090001950421, 0.46094056778531267, 133752000000, 
2.287802401968891, -0.05618140905071437, 0.45926082917985755, 133820000000, 
2.2792213127795757, -0.057439660884301226, 0.45756512838622226, 133922000000, 
2.2709620184723054, -0.05613461165528596, 0.4558657155480515, 134024000000, 
2.262672742302836, -0.055161901589132846, 0.45419040490364787, 134126000000, 
2.254508866106117, -0.054843841220627944, 0.45254290845875056, 134228000000, 
2.2462583832103373, -0.05471453030832851, 0.450895999441286, 134330000000, 
2.238050598657593, -0.05486089149507952, 0.4492545231982698, 134432000000, 
2.229971855074801, -0.05428842711845405, 0.4476187224628488, 134534000000, 
2.221793295291535, -0.054191011220193396, 0.4459877166015953, 134636000000, 
2.213619472447955, -0.054507942089487095, 0.44435897485428605, 134738000000, 
2.2054167534336946, -0.054588472859468475, 0.4427219680782123, 134840000000, 
2.197222128135741, -0.054657814374046154, 0.441083890267826, 134942000000, 
2.188995924738841, -0.05473609564951243, 0.43944232042055176, 135044000000, 
2.1807185617114593, -0.05501188808093952, 0.43779577430573613, 135146000000, 
2.172454608251151, -0.05513772162563324, 0.4361446063134301, 135248000000, 
2.1641909277100018, -0.055092113338191716, 0.4344909398448408, 135316000000, 
2.1558681933349666, -0.055288049720614296, 0.4328342486197413, 135418000000, 
2.1475793594417736, -0.055371894227427276, 0.4311758986991161, 135520000000, 
