imu_ax, imu_ay, kf_ax, kf_ay, kf_vx, kf_w, kf_x, kf_y, stamp, 
-0.02979115324244377, -0.00015757217776951626, -0.013232006182529706, 1.722597635432036e-11, -0.0003727672966209784, -4.6211071921996834e-08, -1.999925285922557, -0.5000009705140711, 121157000000, 
-0.0703467431681237, -0.0006404294309328845, -0.0393186108701481, -6.906045463813228e-11, -0.0018652697213837654, 3.702437982368535e-08, -1.999860199153603, -0.5000009704217774, 121258000000, 
-0.05318060269899608, -0.034659394703636215, -0.04507219022600255, -2.328118376357934e-07, -0.007791867788782182, 2.9878822889034207e-05, -1.9990881401357574, -0.5000009700479706, 121358000000, 
-0.0683722864536872, 0.0032096606589233035, -0.05548845608706675, -3.1978266303003884e-08, -0.007128641365227246, 4.485885130789503e-06, -1.998861094196284, -0.500000970244296, 121458000000, 
-0.06366339822252781, 0.01892355098571577, -0.05900315419322479, 4.156412937708472e-07, -0.0069216229929869935, -6.004968692920375e-05, -1.9987299418751923, -0.5000009636234182, 121558000000, 
-0.054998681175435604, -0.00019576379721573999, -0.05690550717284166, 2.1446279925350578e-07, -0.006784582949141072, -3.161031427593597e-05, -1.998673431852963, -0.5000009640044593, 121658000000, 
-0.05791086603707189, 0.00769903669988184, -0.05713714070587062, 2.748938182129136e-07, -0.006670226343949778, -4.121206748287572e-05, -1.9986430868840661, -0.5000009605952794, 121758000000, 
-0.03363928576585874, -0.022989671892815856, -0.04604119391207323, -3.018758527860598e-07, -0.0061765934215973935, 4.887416609461539e-05, -1.99868069874535, -0.5000009670613789, 121853000000, 
-0.08159325034715242, -0.009782535219722718, -0.06227972460003404, -3.481994705438649e-07, -0.006422545962776329, 5.421517768217664e-05, -1.9986387079327184, -0.5000009683329338, 121955000000, 
-0.04596195957891659, 0.03988461040573848, -0.054494105559252125, 5.829499147318468e-07, -0.0065043141935198145, -8.962511609796375e-05, -1.9986317156704938, -0.5000009573973898, 122055000000, 
-0.05900018247935351, 0.01741382791380459, -0.05602815784578998, 9.37761056191579e-07, -0.00931926161416188, -0.00010062611127543882, -1.998556000005928, -0.500000952614221, 122160000000, 
-0.0004729796971890757, -0.02347860874644296, -0.03004270907907727, -3.178587087000259e-07, -0.006707643873287768, 4.738753498316343e-05, -1.9986652869998789, -0.5000009635029669, 122250000000, 
-0.07775992332023254, -0.01455393481474481, -0.0519048599347717, -4.3260508319945986e-07, -0.006123321490142247, 7.064876209682897e-05, -1.9986227451593281, -0.5000009649258005, 122350000000, 
-0.04570929672884057, -0.007901050766954236, -0.048827111642672505, -3.570744390143946e-07, -0.005920131940974198, 6.031528394545131e-05, -1.9986031434347427, -0.500000966189156, 122450000000, 
