x,y
-2.000000000000000000e+00,-5.099999999999993427e-01
-2.232868697968663163e+00,-8.537696329828663444e-01
-2.840400325214639032e+00,-9.637775153750269830e-01
-3.141308890656309138e+00,-1.644558438790275634e+00
-3.134941492133971330e+00,-1.919145189811217733e+00
-3.560585361702650165e+00,-2.317122079820819636e+00
-4.099999999999999645e+00,-2.459999999999999520e+00
