e, e_dot, e_int, stamp, 
-2.720465294348343, 0.0, -0.5440930588696685, 5869000000, 
-2.1400510712313903, 1.934714077056509, -0.5053987773285384, 328325000000, 
-2.165487312925285, 1.8499266047435265, -0.4684002452336679, 328427000000, 
2.2975104758398586, 14.79187182357083, -0.13386852722112108, 328529000000, 
-2.683118725852955, -1.725438043092235, -0.17007303752922542, 328631000000, 
-1.8129260963920562, -13.70145524077305, -0.14656895642701018, 328733000000, 
-1.4918540599269146, 3.970882219753468, -0.3991932588114617, 328835000000, 
-1.1890322239182636, 2.0796462415793084, -0.2995874920158156, 328937000000, 
-1.0650342069353615, 1.4227328433051767, -0.24972803271870264, 329039000000, 
-0.2525904060968722, 3.1214727260713047, -0.1671104557966998, 329141000000, 
0.023410985073458956, 3.6281506400294012, -0.08628090853058498, 329209000000, 
-0.03775569988449323, 0.7161156873745966, -0.017795674727193768, 329311000000, 
-0.05700901364093003, -0.2680666623812966, -0.004756915230130954, 329413000000, 
-0.11593771799502628, -0.2606067270351102, -0.014046828768029969, 329515000000, 
-0.1481596581455138, -0.3038354816819459, -0.021407092652098007, 329617000000, 
-0.1460640292304176, -0.10042103745130444, -0.02734409369139718, 329719000000, 
-0.1312158772418499, 0.05647926967887962, -0.02836263764118542, 329821000000, 
-0.11951028241057005, 0.0885124893994919, -0.026452679258855836, 329923000000, 
-0.1098606057212681, 0.07118423840193937, -0.024039117691579202, 330025000000, 
-0.10452813616453005, 0.04994048748679999, -0.022259934953091212, 330127000000, 
-0.10274862724160538, 0.023706594932209057, -0.021142491275160234, 330229000000, 
-0.10074046262821712, 0.012625578454376432, -0.020534481735623503, 330297000000, 
-0.09918886531758586, 0.011865873080065073, -0.020178530345827225, 330399000000, 
-0.09805886223889804, 0.008938667964396943, -0.019865879345646733, 330501000000, 
-0.09694100190030985, 0.007492878057586694, -0.01961258196378625, 330603000000, 
-0.09582841380846796, 0.007434828101433588, -0.01938855186317839, 330705000000, 
-0.09497378844513804, 0.006557378183906041, -0.019182880276927723, 330807000000, 
-0.09399574449009851, 0.00610889772789817, -0.018986529782913635, 330909000000, 
-0.09306945437228809, 0.006347780242833186, -0.018802599153834976, 331011000000, 
0.07766705047387434, 0.5722093165465761, -0.007293209892567484, 331113000000, 
0.08171224794880105, 0.5826056744036304, 0.0044206562700258205, 331215000000, 
0.0856531048305329, 0.026620181188861853, 0.016335493550213888, 331317000000, 
0.08965712144104332, 0.026482911640807554, 0.017134831614691818, 331419000000, 
0.09363853437642033, 0.026618098486291448, 0.017929917376533103, 331453000000, 
0.09363853437642033, 0.01327137645125672, 0.018462279346258933, 331453000000, 
0.0839596318004685, -0.0322630085865061, 0.018082446703553946, 331521000000, 
0.0839596318004685, -0.0322630085865061, 0.01743718653182382, 331521000000, 
0.0839596318004685, 0.0, 0.0167919263600937, 331521000000, 
0.05743456339189201, -0.08841689469525497, 0.0150235884661886, 331623000000, 
0.042503936493382355, -0.1381856510236205, 0.012259875445716191, 331657000000, 
0.03861183595471873, -0.06274242479057761, 0.00923668905599954, 331691000000, 
0.03831555040380907, -0.013961286965244271, 0.007962088190127344, 331725000000, 
0.03386002714939673, -0.015839362684406666, 0.007385827567194969, 331759000000, 
