x,y
-2.000000000000000000e+00,-5.099999999999993427e-01
-1.663513612478637604e+00,-7.661151591344426137e-01
-1.270339720033656583e+00,-1.326450240835924888e+00
-6.942112990392965699e-01,-1.541500222549903931e+00
-3.771875632660348643e-01,-1.861583944716700412e+00
9.731147920634342086e-03,-2.038276811474331485e+00
5.000000000000000000e-01,-2.059999999999999609e+00
